Date,Day_of_week,Name_of_the_Base,Type_of_tasking,Tasking_location,Tasking_outcome,Region,Latitude,Longitude,Time_of_day,Tasking_duration
06/06/2015,Saturday,Humberside,Aborted/Not Required,Land,Stood down,East Midlands,53.14,0.35,3.00pm - 5.59pm,0
06/06/2015,Saturday,Sumburgh,Rescue/Recovery,Maritime,Completed,North Eastern Scotland,57.76,1.8,6.00pm - 8.59pm,3
06/06/2015,Saturday,Stornoway,Rescue/Recovery,Land,Completed,Highlands and Islands,56.97,-7.49,12.00pm - 2.59pm,2
06/06/2015,Saturday,Sumburgh,Rescue/Recovery,Coast,Completed,Highlands and Islands,60.49,-1.62,12.00pm - 2.59pm,1
06/06/2015,Saturday,Lee On Solent,Aborted/Not Required,Coast,Stood down,South East,50.71,-1.55,3.00pm - 5.59pm,0
06/06/2015,Saturday,Lee On Solent,Search only,Coast,Completed,South East,50.73,0.24,3.00pm - 5.59pm,0
06/06/2015,Saturday,Lee On Solent,Search only,Land,Completed,South West,50.73,-2.92,6.00pm - 8.59pm,1
06/06/2015,Saturday,Lee On Solent,Aborted/Not Required,Coast,Stood down,South East,51.43,0.74,9.00pm - 11.59pm,0
06/06/2015,Saturday,Inverness,Rescue/Recovery,Land,Completed,Highlands and Islands,57.04,-3.77,3.00pm - 5.59pm,1
06/06/2015,Saturday,Stornoway,Aborted/Not Required,Land,Completed,Highlands and Islands,58.1,-5.13,3.00pm - 5.59pm,2
07/06/2015,Sunday,Inverness,Support,Land,Completed,Highlands and Islands,57.23,-5.01,9.00pm - 11.59pm,2
07/06/2015,Sunday,Portland,Rescue/Recovery,Coast,Completed,South West,50.54,-2.46,9.00am - 11.59am,1
07/06/2015,Sunday,Portland,Rescue/Recovery,Land,Completed,Wales,51.74,-3.16,3.00pm - 5.59pm,1
07/06/2015,Sunday,Lee On Solent,Rescue/Recovery,Coast,Completed,South East,50.58,-1.31,6.00pm - 8.59pm,1
07/06/2015,Sunday,Humberside,Aborted/Not Required,Land,Stood down,North West,54.67,-3.29,3.00pm - 5.59pm,0
08/06/2015,Monday,Portland,Rescue/Recovery,Coast,Completed,South West,50.62,-2.25,12.00pm - 2.59pm,1
08/06/2015,Monday,Inverness,Support,Land,Completed,Highlands and Islands,57.23,-5.01,3.00am - 5.59am,2
08/06/2015,Monday,Inverness,Rescue/Recovery,Coast,Completed,Highlands and Islands,57.73,-5.7,6.00pm - 8.59pm,2
08/06/2015,Monday,Stornoway,Search only,Land,Completed,Highlands and Islands,57.29,-5.02,3.00am - 5.59am,5
08/06/2015,Monday,Stornoway,Rescue/Recovery,Coast,Completed,Highlands and Islands,57.91,-5.58,6.00pm - 8.59pm,2
08/06/2015,Monday,Humberside,Aborted/Not Required,Maritime,Stood down,North East,54.93,-1.11,12.00am - 2.59am,1
09/06/2015,Tuesday,Stornoway,Rescue/Recovery,Land,Completed,Highlands and Islands,57.79,-5.29,3.00pm - 5.59pm,3
09/06/2015,Tuesday,Portland,Rescue/Recovery,Coast,Completed,South West,50.61,-2.13,6.00pm - 8.59pm,1
09/06/2015,Tuesday,Lee On Solent,Rescue/Recovery,Coast,Completed,South East,50.82,-1,3.00pm - 5.59pm,0
10/06/2015,Wednesday,Sumburgh,Rescue/Recovery,Maritime,Completed,North Eastern Scotland,57.76,1.8,12.00pm - 2.59pm,3
10/06/2015,Wednesday,Sumburgh,Rescue/Recovery,Maritime,Completed,North Eastern Scotland,58.29,0.2,6.00pm - 8.59pm,4
10/06/2015,Wednesday,Inverness,Search only,Land,Completed,Highlands and Islands,57.7,-4.28,3.00pm - 5.59pm,1
10/06/2015,Wednesday,Stornoway,Rescue/Recovery,Maritime,Completed,Highlands and Islands,56.85,-7.58,3.00pm - 5.59pm,2
11/06/2015,Thursday,Humberside,Aborted/Not Required,Coast,Stood down,North East,55.01,-1.39,12.00pm - 2.59pm,0
11/06/2015,Thursday,Lee On Solent,Pre-arranged transfer,Land,Completed,South East,50.71,-1.3,9.00pm - 11.59pm,0
12/06/2015,Friday,Lee On Solent,Search only,Land,Completed,South East,50.73,-1.28,9.00pm - 11.59pm,1
12/06/2015,Friday,Sumburgh,Rescue/Recovery,Maritime,Completed,Highlands and Islands,59.55,1.54,3.00pm - 5.59pm,2
12/06/2015,Friday,Inverness,Search only,Land,Completed,Highlands and Islands,57.41,-3.31,12.00pm - 2.59pm,0
12/06/2015,Friday,Portland,Aborted/Not Required,Land,Aborted,South West,50.55,-2.45,12.00pm - 2.59pm,0
13/06/2015,Saturday,Portland,Rescue/Recovery,Maritime,Completed,South West,50.56,-2.32,3.00pm - 5.59pm,1
13/06/2015,Saturday,Inverness,Rescue/Recovery,Land,Completed,Eastern Scotland,56.67,-3.79,9.00am - 11.59am,3
13/06/2015,Saturday,Inverness,Rescue/Recovery,Land,Completed,Eastern Scotland,56.85,-3.72,3.00pm - 5.59pm,5
13/06/2015,Saturday,Sumburgh,Aborted/Not Required,Land,Stood down,Highlands and Islands,60.16,-1.15,9.00pm - 11.59pm,0
13/06/2015,Saturday,Lee On Solent,Pre-arranged transfer,Land,Completed,South East,50.71,-1.3,6.00pm - 8.59pm,0
13/06/2015,Saturday,Lee On Solent,Pre-arranged transfer,Land,Completed,South East,50.71,-1.3,6.00pm - 8.59pm,1
13/06/2015,Saturday,Lee On Solent,Aborted/Not Required,Land,Stood down,South East,50.98,-0.14,6.00am - 8.59am,0
13/06/2015,Saturday,Lee On Solent,Pre-arranged transfer,Land,Completed,South East,50.71,-1.3,12.00pm - 2.59pm,0
13/06/2015,Saturday,Stornoway,Rescue/Recovery,Land,Completed,Highlands and Islands,58.17,-4.9,3.00am - 5.59am,1
13/06/2015,Saturday,Stornoway,Support,Land,Completed,Highlands and Islands,57.7,-5.27,6.00pm - 8.59pm,3
14/06/2015,Sunday,Lee On Solent,Rescue/Recovery,Coast,Completed,South East,50.79,-1.02,12.00pm - 2.59pm,0
14/06/2015,Sunday,Inverness,Aborted/Not Required,Land,Stood down,North Eastern Scotland,56.94,-2.63,9.00am - 11.59am,1
14/06/2015,Sunday,Inverness,Rescue/Recovery,Maritime,Completed,North Eastern Scotland,58.31,-1.77,6.00pm - 8.59pm,2
15/06/2015,Monday,Inverness,Rescue/Recovery,Land,Completed,Eastern Scotland,56.55,-4.16,12.00pm - 2.59pm,3
15/06/2015,Monday,Lee On Solent,Search only,Maritime,Completed,South East,50.77,-0.17,12.00pm - 2.59pm,2
15/06/2015,Monday,Humberside,Rescue/Recovery,Maritime,Completed,East of England,53.4,1.78,12.00pm - 2.59pm,2
16/06/2015,Tuesday,Inverness,Rescue/Recovery,Land,Completed,North Eastern Scotland,57.04,-2.8,9.00am - 11.59am,2
16/06/2015,Tuesday,Portland,Aborted/Not Required,Coast,Stood down,Wales,51.43,-3.16,12.00pm - 2.59pm,0
16/06/2015,Tuesday,Portland,Search only,Coast,Completed,South West,51.23,-3.93,3.00pm - 5.59pm,1
16/06/2015,Tuesday,Portland,Aborted/Not Required,Land,Stood down,Wales,51.68,-4.22,12.00pm - 2.59pm,0
17/06/2015,Wednesday,Inverness,Support,Land,Completed,North Eastern Scotland,57.07,-3.67,9.00pm - 11.59pm,1
17/06/2015,Wednesday,Lee On Solent,Aborted/Not Required,Coast,Stood down,South East,50.8,-0.49,3.00pm - 5.59pm,0
17/06/2015,Wednesday,Lee On Solent,Rescue/Recovery,Coast,Completed,South West,50.54,-2.43,6.00pm - 8.59pm,2
17/06/2015,Wednesday,Sumburgh,Rescue/Recovery,Maritime,Completed,Highlands and Islands,58.7,1.29,12.00pm - 2.59pm,2
18/06/2015,Thursday,Lee On Solent,Rescue/Recovery,Coast,Completed,South East,50.81,-1.27,9.00am - 11.59am,1
18/06/2015,Thursday,Lee On Solent,Pre-arranged transfer,Land,Completed,South East,50.71,-1.3,12.00pm - 2.59pm,1
18/06/2015,Thursday,Stornoway,Aborted/Not Required,Maritime,Completed,Highlands and Islands,56.97,-6.12,9.00am - 11.59am,1
18/06/2015,Thursday,Stornoway,Pre-arranged transfer,Land,Completed,Highlands and Islands,56.95,-7.5,9.00pm - 11.59pm,6
19/06/2015,Friday,Lee On Solent,Rescue/Recovery,Coast,Completed,South East,50.79,-1.26,3.00pm - 5.59pm,1
19/06/2015,Friday,Inverness,Rescue/Recovery,Land,Completed,Highlands and Islands,56.64,-5.02,12.00am - 2.59am,2
19/06/2015,Friday,Inverness,Rescue/Recovery,Land,Completed,Eastern Scotland,56.88,-3.54,9.00am - 11.59am,1
20/06/2015,Saturday,Inverness,Support,Coast,Completed,Highlands and Islands,56.62,-6.03,9.00pm - 11.59pm,2
20/06/2015,Saturday,Inverness,Rescue/Recovery,Coast,Completed,Highlands and Islands,57.2,-6.17,12.00pm - 2.59pm,4
20/06/2015,Saturday,Lee On Solent,Aborted/Not Required,Land,Stood down,South East,50.82,-1.14,6.00pm - 8.59pm,0
20/06/2015,Saturday,Sumburgh,Rescue/Recovery,Maritime,Completed,Highlands and Islands,61.62,1.31,12.00pm - 2.59pm,5
20/06/2015,Saturday,Sumburgh,Pre-arranged transfer,Coast,Completed,Highlands and Islands,59.35,-2.95,9.00pm - 11.59pm,2
20/06/2015,Saturday,Humberside,Search only,Land,Completed,East Midlands,53.14,0.35,6.00pm - 8.59pm,1
21/06/2015,Sunday,Lee On Solent,Rescue/Recovery,Coast,Completed,South West,49.7,-2.2,6.00pm - 8.59pm,4
22/06/2015,Monday,Inverness,Aborted/Not Required,Land,Stood down,Highlands and Islands,57.19,-3.83,3.00pm - 5.59pm,0
22/06/2015,Monday,Inverness,Rescue/Recovery,Land,Completed,Highlands and Islands,56.79,-5.04,3.00pm - 5.59pm,3
23/06/2015,Tuesday,Inverness,Search only,Maritime,Completed,North Eastern Scotland,57.72,-1.73,9.00am - 11.59am,2
23/06/2015,Tuesday,Humberside,Support,Maritime,Completed,Yorkshire and the Humber,55.47,1.85,3.00am - 5.59am,4
23/06/2015,Tuesday,Humberside,Aborted/Not Required,Land,Stood down,East Midlands,53.02,-0.47,9.00am - 11.59am,0
23/06/2015,Tuesday,Humberside,Support,Maritime,Completed,North East,55.01,-1.05,12.00pm - 2.59pm,3
23/06/2015,Tuesday,Lee On Solent,Rescue/Recovery,Coast,Retasked,South East,50.73,0.24,12.00pm - 2.59pm,0
23/06/2015,Tuesday,Lee On Solent,Rescue/Recovery,Coast,Completed,South East,50.78,0.02,3.00pm - 5.59pm,1
23/06/2015,Tuesday,Lee On Solent,Rescue/Recovery,Coast,Completed,South East,50.73,0.24,3.00pm - 5.59pm,1
23/06/2015,Tuesday,Lee On Solent,Pre-arranged transfer,Land,Completed,South East,50.71,-1.3,6.00pm - 8.59pm,1
24/06/2015,Wednesday,Lee On Solent,Search only,Coast,Completed,South West,50.65,-2.63,9.00pm - 11.59pm,2
24/06/2015,Wednesday,Stornoway,Aborted/Not Required,Maritime,Stood down,Highlands and Islands,57.4,-7.02,6.00am - 8.59am,0
25/06/2015,Thursday,Humberside,Aborted/Not Required,Maritime,Stood down,East of England,53.64,1.5,9.00pm - 11.59pm,1
25/06/2015,Thursday,Sumburgh,Rescue/Recovery,Maritime,Completed,Highlands and Islands,60.48,-3.07,9.00am - 11.59am,1
25/06/2015,Thursday,Lee On Solent,Aborted/Not Required,Land,Stood down,South East,51.73,-1.25,6.00pm - 8.59pm,0
26/06/2015,Friday,Humberside,Rescue/Recovery,Maritime,Completed,East of England,54.58,2.28,9.00am - 11.59am,2
26/06/2015,Friday,Inverness,Search only,Land,Completed,Highlands and Islands,57.95,-5.12,3.00pm - 5.59pm,2
26/06/2015,Friday,Inverness,Search only,Land,Completed,North Eastern Scotland,57.66,-2.57,6.00pm - 8.59pm,1
27/06/2015,Saturday,Inverness,Rescue/Recovery,Land,Completed,Highlands and Islands,56.8,-4.85,12.00pm - 2.59pm,1
27/06/2015,Saturday,Inverness,Rescue/Recovery,Land,Completed,Highlands and Islands,56.96,-4.57,3.00pm - 5.59pm,4
27/06/2015,Saturday,Humberside,Rescue/Recovery,Land,Completed,Yorkshire and the Humber,54.23,-1.15,3.00pm - 5.59pm,2
27/06/2015,Saturday,Humberside,Aborted/Not Required,Land,Stood down,North West,54.32,-2.98,6.00pm - 8.59pm,0
27/06/2015,Saturday,Lee On Solent,Rescue/Recovery,Coast,Retasked,South East,50.59,-1.4,9.00am - 11.59am,0
27/06/2015,Saturday,Lee On Solent,Rescue/Recovery,Coast,Completed,South East,50.64,-1.53,9.00am - 11.59am,1
27/06/2015,Saturday,Lee On Solent,Support,Coast,Completed,South East,50.59,-1.19,12.00pm - 2.59pm,1
27/06/2015,Saturday,Lee On Solent,Rescue/Recovery,Coast,Completed,South East,50.77,-1.15,3.00pm - 5.59pm,2
27/06/2015,Saturday,Lee On Solent,Pre-arranged transfer,Land,Completed,South East,50.71,-1.3,9.00pm - 11.59pm,0
27/06/2015,Saturday,Portland,Rescue/Recovery,Coast,Completed,South West,50.68,-2.93,9.00am - 11.59am,0
27/06/2015,Saturday,Portland,Rescue/Recovery,Coast,Completed,South East,50.6,-1.43,9.00am - 11.59am,2
28/06/2015,Sunday,Portland,Pre-arranged transfer,Land,Completed,South West,51.39,-2.39,12.00pm - 2.59pm,1
28/06/2015,Sunday,Lee On Solent,Aborted/Not Required,Coast,Stood down,South East,50.73,-0.72,3.00pm - 5.59pm,0
28/06/2015,Sunday,Lee On Solent,Pre-arranged transfer,Land,Completed,South East,50.71,-1.3,9.00pm - 11.59pm,1
30/06/2015,Tuesday,Sumburgh,Rescue/Recovery,Coast,Completed,Highlands and Islands,60.14,-1.14,9.00am - 11.59am,2
30/06/2015,Tuesday,Sumburgh,Rescue/Recovery,Land,Completed,Highlands and Islands,59.53,-1.63,12.00pm - 2.59pm,2
30/06/2015,Tuesday,Stornoway,Support,Coast,Completed,Highlands and Islands,57.69,-7.18,6.00am - 8.59am,3
30/06/2015,Tuesday,Stornoway,Rescue/Recovery,Coast,Completed,Highlands and Islands,58.38,-5.2,12.00pm - 2.59pm,3
30/06/2015,Tuesday,Stornoway,Aborted/Not Required,Land,Stood down,Highlands and Islands,58.16,-5.26,6.00pm - 8.59pm,0
30/06/2015,Tuesday,Stornoway,Aborted/Not Required,Coast,Completed,Highlands and Islands,58.52,-6.27,9.00pm - 11.59pm,0
30/06/2015,Tuesday,Stornoway,Search only,Land,Completed,Highlands and Islands,58.16,-5.26,9.00pm - 11.59pm,2
01/07/2015,Wednesday,Stornoway,Search only,Land,Completed,Highlands and Islands,58.16,-5.26,3.00am - 5.59am,3
01/07/2015,Wednesday,Inverness,Rescue/Recovery,Maritime,Completed,North Eastern Scotland,58.11,-1.46,6.00pm - 8.59pm,3
01/07/2015,Wednesday,Inverness,Support,Land,Completed,Highlands and Islands,57.54,-3.67,12.00pm - 2.59pm,2
01/07/2015,Wednesday,Lee On Solent,Search only,Land,Completed,South East,50.91,-1.38,9.00am - 11.59am,0
01/07/2015,Wednesday,Stornoway,Search only,Land,Completed,Highlands and Islands,58.15,-5.23,12.00pm - 2.59pm,2
01/07/2015,Wednesday,Caernarfon,Rescue/Recovery,Land,Completed,Wales,53.11,-4.03,3.00pm - 5.59pm,1
02/07/2015,Thursday,Lee On Solent,Aborted/Not Required,Coast,Stood down,South East,50.82,-1.26,9.00am - 11.59am,0
02/07/2015,Thursday,Lee On Solent,Rescue/Recovery,Coast,Completed,South East,50.73,-1.44,12.00pm - 2.59pm,1
02/07/2015,Thursday,Inverness,Rescue/Recovery,Maritime,Completed,North Eastern Scotland,58.02,-0.93,12.00pm - 2.59pm,2
03/07/2015,Friday,Humberside,Aborted/Not Required,Coast,Stood down,East of England,52.93,0.47,3.00pm - 5.59pm,0
03/07/2015,Friday,Lee On Solent,Pre-arranged transfer,Land,Completed,South East,50.71,-1.3,3.00pm - 5.59pm,0
03/07/2015,Friday,Lee On Solent,Support,Maritime,Completed,South West,50.53,-2.07,9.00pm - 11.59pm,1
03/07/2015,Friday,Sumburgh,Rescue/Recovery,Maritime,Completed,Highlands and Islands,61.07,-2.09,12.00pm - 2.59pm,5
03/07/2015,Friday,Sumburgh,Rescue/Recovery,Maritime,Completed,Highlands and Islands,61.88,-0.42,9.00pm - 11.59pm,2
03/07/2015,Friday,Caernarfon,Rescue/Recovery,Land,Completed,Wales,52.7,-3.87,12.00pm - 2.59pm,1
03/07/2015,Friday,Portland,Rescue/Recovery,Coast,Completed,South West,50.58,-2.06,6.00pm - 8.59pm,3
04/07/2015,Saturday,Portland,Search only,Land,Completed,South West,51.18,-3.65,12.00pm - 2.59pm,2
04/07/2015,Saturday,Caernarfon,Aborted/Not Required,Coast,Stood down,South Western Scotland,54.84,-3.84,12.00pm - 2.59pm,1
04/07/2015,Saturday,Caernarfon,Support,Coast,Completed,Wales,52.85,-4.12,12.00pm - 2.59pm,0
04/07/2015,Saturday,Caernarfon,Rescue/Recovery,Coast,Completed,Wales,52.57,-4.08,12.00pm - 2.59pm,0
04/07/2015,Saturday,Caernarfon,Rescue/Recovery,Land,Completed,Wales,53.07,-4.08,3.00pm - 5.59pm,2
04/07/2015,Saturday,Caernarfon,Aborted/Not Required,Coast,Stood down,Wales,53.33,-3.82,6.00pm - 8.59pm,0
04/07/2015,Saturday,Lee On Solent,Aborted/Not Required,Coast,Stood down,South East,50.82,-0.17,3.00pm - 5.59pm,0
04/07/2015,Saturday,Inverness,Support,Land,Completed,Highlands and Islands,57.14,-5.39,6.00pm - 8.59pm,2
04/07/2015,Saturday,Inverness,Rescue/Recovery,Land,Completed,Highlands and Islands,56.8,-5.04,9.00pm - 11.59pm,2
05/07/2015,Sunday,Inverness,Rescue/Recovery,Land,Completed,Highlands and Islands,58.54,-4.3,3.00pm - 5.59pm,2
05/07/2015,Sunday,Lee On Solent,Pre-arranged transfer,Land,Completed,South East,50.71,-1.3,12.00pm - 2.59pm,1
05/07/2015,Sunday,Sumburgh,Rescue/Recovery,Land,Completed,Highlands and Islands,59.32,-3,9.00am - 11.59am,5
05/07/2015,Sunday,Sumburgh,Rescue/Recovery,Land,Completed,Highlands and Islands,60.16,-1.15,3.00pm - 5.59pm,4
05/07/2015,Sunday,Caernarfon,Rescue/Recovery,Land,Completed,Wales,53.03,-4.05,6.00am - 8.59am,1
05/07/2015,Sunday,Caernarfon,Rescue/Recovery,Land,Completed,Wales,53.07,-4.07,12.00pm - 2.59pm,1
06/07/2015,Monday,Caernarfon,Aborted/Not Required,Land,Completed,Wales,53.07,-4.08,9.00am - 11.59am,0
06/07/2015,Monday,Stornoway,Rescue/Recovery,Maritime,Completed,Highlands and Islands,57.89,-6.36,9.00pm - 11.59pm,2
06/07/2015,Monday,Humberside,Pre-arranged transfer,Land,Completed,East Midlands,52.66,-1.17,12.00pm - 2.59pm,4
06/07/2015,Monday,Humberside,Rescue/Recovery,Land,Completed,East Midlands,52.83,-0.7,3.00pm - 5.59pm,3
07/07/2015,Tuesday,Inverness,Search only,Land,Completed,Highlands and Islands,56.78,-5.06,9.00am - 11.59am,4
07/07/2015,Tuesday,Stornoway,Support,Coast,Completed,Highlands and Islands,58.2,-6.28,9.00pm - 11.59pm,1
08/07/2015,Wednesday,Stornoway,Support,Land,Completed,Highlands and Islands,57.2,-6.23,3.00pm - 5.59pm,4
08/07/2015,Wednesday,Stornoway,Rescue/Recovery,Land,Completed,Highlands and Islands,57.47,-6,6.00pm - 8.59pm,1
08/07/2015,Wednesday,Lee On Solent,Aborted/Not Required,Land,Aborted,South East,50.71,-1.3,9.00am - 11.59am,0
08/07/2015,Wednesday,Caernarfon,Rescue/Recovery,Coast,Completed,Wales,52.36,-4.12,12.00pm - 2.59pm,2
08/07/2015,Wednesday,Portland,Pre-arranged transfer,Land,Completed,South East,50.71,-1.3,9.00am - 11.59am,1
08/07/2015,Wednesday,Inverness,Search only,Land,Completed,Highlands and Islands,56.78,-5.06,6.00am - 8.59am,3
08/07/2015,Wednesday,Humberside,Rescue/Recovery,Land,Completed,East Midlands,53.39,-1.86,3.00pm - 5.59pm,2
08/07/2015,Wednesday,Inverness,Rescue/Recovery,Land,Completed,Highlands and Islands,57.21,-6.22,6.00pm - 8.59pm,2
08/07/2015,Wednesday,Inverness,Search only,Land,Completed,Eastern Scotland,56.49,-2.96,9.00pm - 11.59pm,4
09/07/2015,Thursday,Portland,Aborted/Not Required,Coast,Stood down,South West,50.51,-2.45,12.00pm - 2.59pm,0
09/07/2015,Thursday,Stornoway,Aborted/Not Required,Coast,Stood down,Highlands and Islands,57.15,-6.11,9.00am - 11.59am,1
10/07/2015,Friday,Sumburgh,Rescue/Recovery,Maritime,Completed,Yorkshire and the Humber,57.29,2.17,12.00pm - 2.59pm,3
10/07/2015,Friday,Inverness,Aborted/Not Required,Land,Stood down,North Eastern Scotland,57.34,-2.17,6.00am - 8.59am,1
10/07/2015,Friday,Inverness,Rescue/Recovery,Maritime,Completed,North Eastern Scotland,57.73,0.97,6.00pm - 8.59pm,4
10/07/2015,Friday,Humberside,Rescue/Recovery,Maritime,Completed,East of England,54.11,3.25,9.00am - 11.59am,4
10/07/2015,Friday,Lee On Solent,Pre-arranged transfer,Land,Completed,South East,50.71,-1.3,9.00pm - 11.59pm,0
11/07/2015,Saturday,Lee On Solent,Rescue/Recovery,Coast,Completed,South East,50.76,0.11,12.00pm - 2.59pm,1
11/07/2015,Saturday,Humberside,Rescue/Recovery,Maritime,Completed,East of England,53.48,1.7,12.00am - 2.59am,2
11/07/2015,Saturday,Sumburgh,Rescue/Recovery,Maritime,Completed,Highlands and Islands,61.31,1.1,6.00am - 8.59am,2
11/07/2015,Saturday,Portland,Rescue/Recovery,Coast,Completed,South West,50.67,-1.95,12.00pm - 2.59pm,0
11/07/2015,Saturday,Caernarfon,Search only,Land,Completed,Wales,52.93,-4.54,12.00am - 2.59am,2
11/07/2015,Saturday,Caernarfon,Support,Coast,Completed,North West,53.53,-3.11,3.00pm - 5.59pm,1
11/07/2015,Saturday,Caernarfon,Aborted/Not Required,Coast,Stood down,North West,53.83,-3.07,6.00pm - 8.59pm,1
11/07/2015,Saturday,Caernarfon,Pre-arranged transfer,Land,Completed,Wales,52.4,-4.06,9.00pm - 11.59pm,5
12/07/2015,Sunday,Caernarfon,Rescue/Recovery,Coast,Completed,Wales,53.31,-4.15,3.00pm - 5.59pm,2
12/07/2015,Sunday,Caernarfon,Rescue/Recovery,Land,Completed,Wales,52.21,-4.33,6.00pm - 8.59pm,4
12/07/2015,Sunday,Portland,Rescue/Recovery,Land,Completed,South West,51.26,-2.15,3.00pm - 5.59pm,3
12/07/2015,Sunday,Stornoway,Rescue/Recovery,Maritime,Completed,Highlands and Islands,59.3,-3.73,3.00pm - 5.59pm,3
12/07/2015,Sunday,Humberside,Rescue/Recovery,Land,Completed,Yorkshire and the Humber,54.08,-0.19,12.00pm - 2.59pm,0
12/07/2015,Sunday,Humberside,Aborted/Not Required,Land,Stood down,East of England,52.69,1.43,6.00pm - 8.59pm,2
12/07/2015,Sunday,Inverness,Aborted/Not Required,Land,Stood down,North Eastern Scotland,57.23,-2.12,6.00pm - 8.59pm,0
13/07/2015,Monday,Lee On Solent,Rescue/Recovery,Maritime,Completed,South East,50.46,0,12.00pm - 2.59pm,2
13/07/2015,Monday,Sumburgh,Rescue/Recovery,Maritime,Completed,Highlands and Islands,61.1,1.07,12.00pm - 2.59pm,2
13/07/2015,Monday,Portland,Rescue/Recovery,Coast,Completed,South West,50.68,-3.09,6.00pm - 8.59pm,1
14/07/2015,Tuesday,Stornoway,Search only,Land,Completed,Highlands and Islands,57.24,-7.27,9.00am - 11.59am,2
14/07/2015,Tuesday,Inverness,Rescue/Recovery,Land,Completed,Eastern Scotland,56.75,-3.72,9.00am - 11.59am,4
15/07/2015,Wednesday,Inverness,Rescue/Recovery,Maritime,Completed,North Eastern Scotland,57.76,1.79,12.00pm - 2.59pm,3
15/07/2015,Wednesday,Lee On Solent,Search only,Land,Completed,South East,50.9,-1.39,12.00am - 2.59am,1
15/07/2015,Wednesday,Sumburgh,Rescue/Recovery,Maritime,Completed,Highlands and Islands,60.35,-4.07,12.00pm - 2.59pm,2
15/07/2015,Wednesday,Caernarfon,Search only,Coast,Completed,Wales,53.41,-4.53,3.00am - 5.59am,0
15/07/2015,Wednesday,Caernarfon,Search only,Coast,Completed,Wales,53.32,-3.92,9.00am - 11.59am,2
15/07/2015,Wednesday,Caernarfon,Search only,Coast,Completed,Wales,53.31,-3.62,12.00pm - 2.59pm,7
16/07/2015,Thursday,Lee On Solent,Support,Coast,Completed,South East,50.76,-0.41,12.00pm - 2.59pm,1
17/07/2015,Friday,Lee On Solent,Pre-arranged transfer,Land,Completed,South East,50.71,-1.3,3.00pm - 5.59pm,0
